# Filename: ILATM2_20110419_125318_smooth_nadir3seg_50pt.csv
# Input filename: ILATM1B_20110419_125318.ATM4BT4.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 110419_aa_l12_cfm_itrf05_10jun11_6138
# International Terrestrial Reference Frame: ITRF05
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
46420.50, 68.518607, 327.407271, 53.9491, 0.0010347, 0.0104357, 71.01, 504, 39, 76, 1
46420.50, 68.518054, 327.405862, 53.7307, 0.0045868, -0.0031892, 44.18, 321, 9, -8, 2
46420.50, 68.517501, 327.404452, 55.9839, -0.0576937, 0.0728237, 147.42, 584, 22, -93, 3
46420.50, 68.518110, 327.406004, 53.7243, 0.0029153, -0.0024761, 45.50, 300, 12, 0, 0
46420.75, 68.518782, 327.406875, 56.4048, 0.0112392, -0.1048186, 228.40, 536, 4, 79, 1
46420.75, 68.518228, 327.405466, 54.4220, 0.0362648, -0.0060952, 119.38, 303, 25, -5, 2
46420.75, 68.517673, 327.404057, 54.2683, -0.0023963, 0.0036039, 59.31, 580, 31, -90, 3
46420.75, 68.518263, 327.405555, 54.7288, 0.0577401, -0.0077850, 154.57, 301, 14, 0, 0
46421.00, 68.518941, 327.406439, 56.9433, -0.1105456, -0.0001187, 222.00, 541, 1, 80, 1
46421.00, 68.518389, 327.405039, 54.8550, 0.0110761, 0.0458248, 147.77, 325, 13, -4, 2
46421.00, 68.517837, 327.403640, 54.1704, -0.0056663, 0.0036336, 55.07, 615, 0, -88, 3
46421.00, 68.518416, 327.405107, 54.9787, 0.0130178, 0.0547209, 149.01, 307, 14, 0, 0
46421.25, 68.519101, 327.406008, 53.9614, -0.0119632, -0.0011683, 60.33, 483, 58, 81, 1
46421.25, 68.518555, 327.404624, 54.2484, -0.0014838, 0.0130063, 80.78, 319, 7, -2, 2
46421.25, 68.518009, 327.403240, 54.0459, -0.0051392, 0.0015298, 60.36, 627, 4, -85, 3
46421.25, 68.518568, 327.404658, 54.2850, -0.0027904, 0.0136416, 83.62, 311, 5, 0, 0
46421.50, 68.519254, 327.405558, 53.7229, -0.0030280, -0.0006846, 48.69, 517, 21, 81, 1
46421.50, 68.518706, 327.404171, 54.2248, 0.0048890, -0.0049040, 68.70, 325, 4, -2, 2
46421.50, 68.518158, 327.402783, 53.8658, -0.0082246, 0.0122766, 63.72, 576, 55, -85, 3
46421.50, 68.518721, 327.404209, 54.2416, 0.0042096, -0.0060509, 68.44, 314, 4, 0, 0
46421.75, 68.519404, 327.405104, 53.7985, 0.0067047, 0.0013184, 76.37, 541, 3, 81, 1
46421.75, 68.518852, 327.403707, 54.2474, 0.0039526, 0.0063089, 84.28, 319, 20, -3, 2
46421.75, 68.518300, 327.402310, 55.3454, 0.0665781, 0.0118933, 135.05, 605, 19, -87, 3
46421.75, 68.518873, 327.403760, 54.2611, 0.0033581, 0.0077992, 82.60, 307, 10, 0, 0
46422.00, 68.519546, 327.404630, 53.8853, -0.0002610, -0.0091158, 63.55, 527, 23, 79, 1
46422.00, 68.518995, 327.403233, 54.2665, 0.0027806, 0.0000000, 90.49, 311, 26, -5, 2
46422.00, 68.518443, 327.401836, 55.6110, 0.0380437, 0.0540099, 125.71, 610, 14, -88, 3
46422.00, 68.519025, 327.403311, 54.1635, 0.0078843, 0.0104915, 74.61, 301, 17, 0, 0
46422.25, 68.519691, 327.404165, 54.2469, 0.0228823, -0.0187951, 74.24, 543, 4, 78, 1
46422.25, 68.519137, 327.402759, 53.7922, -0.0126626, 0.0179058, 50.38, 313, 25, -6, 2
46422.25, 68.518582, 327.401353, 54.2499, 0.0077224, 0.0209891, 79.38, 589, 34, -90, 3
46422.25, 68.519178, 327.402863, 53.7508, -0.0098561, 0.0199291, 42.87, 294, 20, 0, 0
46422.50, 68.519831, 327.403686, 54.4129, 0.0050215, 0.0165209, 70.42, 557, 4, 76, 1
46422.50, 68.519277, 327.402282, 53.5938, 0.0120292, -0.0040822, 34.27, 308, 19, -8, 2
46422.50, 68.518723, 327.400877, 53.7982, -0.0038093, 0.0134858, 54.49, 619, 14, -92, 3
46422.50, 68.519330, 327.402415, 53.6563, 0.0158453, -0.0052083, 38.61, 301, 9, 0, 0
46422.75, 68.519972, 327.403209, 54.2157, -0.0014304, 0.0152156, 81.51, 543, 16, 74, 1
46422.75, 68.519414, 327.401794, 54.6944, 0.0690905, -0.0106239, 95.56, 331, 0, -10, 2
46422.75, 68.518856, 327.400380, 53.5681, -0.0022628, 0.0032114, 52.69, 623, 12, -95, 3
46422.75, 68.519482, 327.401967, 54.8781, 0.0660908, -0.0238989, 111.59, 313, 3, 0, 0
46423.00, 68.520116, 327.402739, 54.0457, 0.0020328, 0.0127597, 78.40, 533, 20, 73, 1
46423.00, 68.519555, 327.401318, 55.3768, 0.0433599, 0.0387136, 102.62, 338, 10, -12, 2
46423.00, 68.518994, 327.399898, 53.9725, 0.0196137, -0.0428997, 98.20, 625, 1, -97, 3
46423.00, 68.519634, 327.401520, 55.5181, 0.0094217, 0.0239673, 160.90, 320, 0, 0, 0
46423.25, 68.520252, 327.402250, 53.8066, -0.0030875, 0.0199524, 60.70, 548, 18, 71, 1
46423.25, 68.519690, 327.400829, 54.4856, -0.0115541, 0.0484039, 120.64, 344, 0, -15, 2
46423.25, 68.519128, 327.399408, 54.4929, -0.0184242, -0.0077744, 125.02, 620, 0, -100, 3
46423.25, 68.519786, 327.401072, 54.6386, -0.0316377, 0.0343447, 131.70, 323, 0, 0, 0
46423.50, 68.520385, 327.401755, 53.5817, 0.0059954, 0.0095561, 55.85, 560, 11, 68, 1
46423.50, 68.519826, 327.400343, 53.8656, 0.0052823, -0.0038036, 78.04, 326, 7, -17, 2
46423.50, 68.519268, 327.398931, 54.0716, -0.0329406, 0.0217652, 88.92, 608, 2, -101, 3
46423.50, 68.519938, 327.400625, 53.9105, -0.0065870, -0.0050646, 76.74, 316, 4, 0, 0
46423.75, 68.520525, 327.401277, 53.5562, 0.0067679, 0.0032905, 61.08, 561, 13, 66, 1
46423.75, 68.519970, 327.399875, 53.9535, -0.0075854, -0.0001434, 73.15, 316, 13, -18, 2
46423.75, 68.519414, 327.398473, 53.8048, 0.0038731, -0.0097487, 58.96, 598, 7, -102, 3
46423.75, 68.520089, 327.400177, 53.9337, -0.0104091, -0.0025445, 82.75, 305, 6, 0, 0
46424.00, 68.520672, 327.400817, 53.8467, 0.0146515, -0.0070932, 85.39, 552, 20, 65, 1
46424.00, 68.520118, 327.399422, 54.8852, 0.0285404, -0.0696987, 163.64, 324, 0, -19, 2
46424.00, 68.519564, 327.398026, 54.2330, 0.0086723, 0.0041241, 76.54, 605, 3, -102, 3
46424.00, 68.520241, 327.399730, 54.5867, 0.0013537, -0.0644175, 156.91, 315, 0, 0, 0
46424.25, 68.520827, 327.400375, 53.9542, 0.0069837, 0.0090520, 82.71, 540, 33, 66, 1
46424.25, 68.520271, 327.398979, 58.0858, 0.1113555, -0.1638139, 221.20, 333, 2, -18, 2
46424.25, 68.519715, 327.397583, 54.3415, 0.0085813, 0.0118309, 67.98, 599, 5, -102, 3
46424.25, 68.520391, 327.399282, 57.3214, 0.0517125, -0.2023049, 210.20, 323, 0, 0, 0
46424.50, 68.520990, 327.399954, 55.6662, -0.0054319, -0.0732944, 229.90, 537, 28, 68, 1
46424.50, 68.520430, 327.398552, 62.3154, 0.0781765, -0.0330621, 179.76, 306, 21, -17, 2
46424.50, 68.519869, 327.397150, 53.9596, -0.0063396, 0.0054177, 50.25, 579, 31, -102, 3
46424.50, 68.520542, 327.398834, 61.6045, 0.0622802, -0.1628705, 260.23, 316, 0, 0, 0
46424.75, 68.521153, 327.399531, 57.0906, -0.1253582, -0.0345425, 272.77, 554, 3, 69, 1
46424.75, 68.520590, 327.398131, 62.5944, 0.0242897, 0.0923936, 190.03, 323, 7, -15, 2
46424.75, 68.520028, 327.396730, 53.6815, -0.0098104, 0.0026615, 34.84, 566, 41, -100, 3
46424.75, 68.520692, 327.398385, 63.4984, 0.0175196, 0.0509278, 176.25, 309, 10, 0, 0
46425.00, 68.521313, 327.399105, 53.8164, -0.0138696, 0.0007019, 40.12, 512, 38, 71, 1
46425.00, 68.520750, 327.397707, 60.4668, -0.0782079, 0.1056622, 288.14, 335, 2, -14, 2
46425.00, 68.520187, 327.396309, 53.6562, 0.0020163, 0.0024251, 31.96, 567, 52, -98, 3
46425.00, 68.520842, 327.397935, 60.2747, -0.1315641, 0.1176337, 298.13, 326, 0, 0, 0
46425.25, 68.521467, 327.398661, 53.4825, -0.0084063, 0.0022309, 24.55, 547, 18, 71, 1
46425.25, 68.520904, 327.397270, 57.2848, -0.1282917, 0.0512130, 218.88, 328, 4, -13, 2
46425.25, 68.520342, 327.395879, 53.7106, 0.0061570, 0.0057017, 23.91, 578, 44, -97, 3
46425.25, 68.520991, 327.397486, 56.6511, -0.1285717, 0.0163754, 189.94, 326, 0, 0, 0
46425.50, 68.521617, 327.398212, 53.3347, -0.0033578, -0.0012263, 24.41, 557, 1, 71, 1
46425.50, 68.521055, 327.396824, 54.3884, -0.0186598, 0.0019234, 57.72, 298, 37, -13, 2
