# Filename: ILATM2_V01_20130405_152016_smooth_nadir3seg_50pt.csv
# Input filename: ILATM1B_V01_20130405_152016.ATM4BT4.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 130405_aa_l12_cfm_itrf08_27may13_6138_ilul
# International Terrestrial Reference Frame: ITRF08
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
55218.50, 68.861115, 326.424281, 1472.9332, 0.0337759, -0.0278640, 74.27, 277, 39, 0, 0
55218.75, 68.860341, 326.424314, 1469.6740, 0.0343069, -0.0413279, 23.20, 515, 44, 79, 1
55218.75, 68.861067, 326.425115, 1471.7506, 0.0350033, -0.0461033, 62.64, 331, 21, -7, 2
55218.75, 68.861793, 326.425916, 1472.3101, 0.0279061, -0.0379195, 30.42, 552, 49, -94, 3
55218.75, 68.861005, 326.425046, 1471.6604, 0.0412139, -0.0417254, 60.44, 304, 18, 0, 0
55219.00, 68.860161, 326.425002, 1467.9297, 0.0353141, -0.0373294, 23.44, 533, 12, 88, 1
55219.00, 68.860894, 326.425810, 1469.9093, 0.0328308, -0.0451188, 54.16, 346, 9, 0, 2
55219.00, 68.861626, 326.426617, 1470.8979, 0.0184713, -0.0315493, 47.12, 552, 58, -87, 3
55219.00, 68.860896, 326.425812, 1469.9327, 0.0329379, -0.0466201, 54.51, 315, 9, 0, 0
55219.25, 68.859993, 326.425709, 1466.5689, 0.0308837, -0.0188211, 23.80, 533, 5, 95, 1
55219.25, 68.860726, 326.426512, 1468.1488, 0.0325479, -0.0370886, 47.67, 309, 29, 7, 2
55219.25, 68.861460, 326.427315, 1469.6776, 0.0136754, -0.0225984, 78.92, 553, 70, -81, 3
55219.25, 68.860786, 326.426578, 1468.2401, 0.0346578, -0.0359718, 52.05, 282, 27, 0, 0
55219.50, 68.859831, 326.426422, 1465.3853, 0.0309116, -0.0250737, 23.01, 505, 18, 101, 1
55219.50, 68.860561, 326.427217, 1466.5136, 0.0333712, -0.0305380, 49.33, 309, 39, 14, 2
55219.50, 68.861291, 326.428012, 1468.4343, 0.0187866, -0.0368726, 96.11, 570, 59, -73, 3
55219.50, 68.860677, 326.427343, 1466.7607, 0.0398415, -0.0248770, 47.28, 286, 38, 0, 0
55219.75, 68.859689, 326.427153, 1464.0011, 0.0242435, -0.0320179, 28.52, 490, 29, 105, 1
55219.75, 68.860410, 326.427938, 1465.0682, 0.0351322, -0.0302144, 37.89, 310, 37, 19, 2
55219.75, 68.861131, 326.428723, 1466.8355, 0.0185705, -0.0625878, 71.50, 590, 47, -67, 3
55219.75, 68.860568, 326.428110, 1465.5841, 0.0410351, -0.0199324, 42.30, 302, 31, 0, 0
55220.00, 68.859558, 326.427899, 1462.6667, 0.0171029, -0.0327754, 40.73, 457, 60, 108, 1
55220.00, 68.860274, 326.428676, 1463.7906, 0.0397297, -0.0202959, 46.80, 310, 17, 22, 2
55220.00, 68.860990, 326.429454, 1465.0412, 0.0116216, -0.0508186, 56.49, 603, 49, -63, 3
55220.00, 68.860460, 326.428878, 1464.4039, 0.0443062, -0.0261190, 55.60, 306, 15, 0, 0
55220.25, 68.859456, 326.428674, 1461.5818, 0.0198795, -0.0294220, 51.42, 463, 57, 107, 1
55220.25, 68.860185, 326.429465, 1462.8156, 0.0280682, -0.0221665, 62.80, 322, 17, 20, 2
55220.25, 68.860915, 326.430256, 1463.4038, 0.0176142, -0.0346642, 48.09, 568, 67, -67, 3
55220.25, 68.860352, 326.429645, 1463.0853, 0.0281003, -0.0381362, 70.16, 312, 12, 0, 0
55220.50, 68.859365, 326.429464, 1460.3967, 0.0363733, -0.0379474, 36.69, 508, 24, 105, 1
55220.50, 68.860109, 326.430267, 1461.5499, 0.0155323, -0.0434348, 52.86, 328, 29, 16, 2
55220.50, 68.860852, 326.431071, 1461.7980, 0.0248964, -0.0447165, 53.86, 548, 81, -73, 3
55220.50, 68.860243, 326.430413, 1461.5870, 0.0142482, -0.0447198, 51.67, 299, 30, 0, 0
55220.75, 68.859291, 326.430271, 1459.0632, 0.0325601, -0.0244312, 27.46, 528, 12, 101, 1
55220.75, 68.860035, 326.431074, 1459.9732, 0.0211546, -0.0441081, 59.81, 314, 32, 12, 2
55220.75, 68.860780, 326.431877, 1460.2208, 0.0189742, -0.0417639, 58.10, 557, 65, -77, 3
55220.75, 68.860136, 326.431182, 1460.0190, 0.0240419, -0.0404439, 65.32, 285, 30, 0, 0
55221.00, 68.859222, 326.431081, 1457.9133, 0.0235812, -0.0252323, 26.81, 487, 58, 96, 1
55221.00, 68.859975, 326.431894, 1458.6064, 0.0280966, -0.0316202, 57.50, 307, 37, 6, 2
55221.00, 68.860729, 326.432706, 1459.1962, 0.0073735, -0.0169975, 62.55, 534, 73, -84, 3
55221.00, 68.860028, 326.431951, 1458.6592, 0.0302571, -0.0306121, 60.10, 277, 29, 0, 0
55221.25, 68.859159, 326.431904, 1456.6159, 0.0242070, -0.0341906, 47.12, 478, 82, 91, 1
55221.25, 68.859918, 326.432716, 1457.5394, 0.0296420, -0.0243374, 58.05, 306, 35, 0, 2
55221.25, 68.860676, 326.433529, 1458.2034, 0.0142427, -0.0416856, 51.60, 510, 82, -90, 3
55221.25, 68.859921, 326.432720, 1457.5099, 0.0297846, -0.0221870, 61.65, 275, 28, 0, 0
55221.50, 68.859086, 326.432713, 1455.2440, 0.0259843, -0.0400971, 34.33, 509, 49, 87, 1
55221.50, 68.859841, 326.433519, 1456.2975, 0.0391449, -0.0395005, 55.08, 316, 26, -3, 2
55221.50, 68.860596, 326.434325, 1456.4601, 0.0184982, -0.0551444, 60.63, 511, 78, -93, 3
55221.50, 68.859813, 326.433489, 1456.2993, 0.0442209, -0.0374098, 49.48, 280, 23, 0, 0
55221.75, 68.859033, 326.433543, 1453.6518, 0.0176083, -0.0395048, 39.01, 530, 44, 80, 1
55221.75, 68.859780, 326.434338, 1454.5453, 0.0368777, -0.0523015, 63.83, 308, 32, -9, 2
55221.75, 68.860527, 326.435132, 1453.9365, 0.0259567, -0.0761716, 153.27, 530, 57, -98, 3
55221.75, 68.859707, 326.434260, 1454.5062, 0.0453654, -0.0475206, 55.25, 281, 28, 0, 0
55222.00, 68.858954, 326.434346, 1452.0178, 0.0186275, -0.0458497, 42.49, 511, 63, 77, 1
55222.00, 68.859690, 326.435126, 1452.1151, 0.0305542, -0.0757661, 60.18, 301, 32, -11, 2
55222.00, 68.860426, 326.435906, 1451.9565, 0.0225313, -0.0728638, 100.42, 514, 67, -98, 3
55222.00, 68.859600, 326.435030, 1452.1173, 0.0328967, -0.0735812, 63.05, 270, 31, 0, 0
55222.25, 68.858833, 326.435103, 1450.1469, 0.0215189, -0.0543042, 38.21, 526, 44, 79, 1
55222.25, 68.859575, 326.435887, 1449.8147, 0.0171041, -0.0519045, 45.82, 304, 27, -10, 2
55222.25, 68.860316, 326.436670, 1449.7113, 0.0192978, -0.0738202, 70.67, 529, 60, -98, 3
55222.25, 68.859494, 326.435802, 1449.8316, 0.0146505, -0.0539253, 49.03, 269, 27, 0, 0
55222.50, 68.858704, 326.435854, 1448.5965, 0.0115136, -0.0296961, 31.22, 526, 39, 81, 1
55222.50, 68.859455, 326.436644, 1448.4673, 0.0059929, -0.0272510, 44.51, 305, 41, -8, 2
55222.50, 68.860207, 326.437434, 1447.6296, 0.0083955, -0.0672642, 61.22, 542, 58, -97, 3
55222.50, 68.859388, 326.436574, 1448.4803, 0.0056752, -0.0253029, 47.90, 271, 37, 0, 0
55222.75, 68.858573, 326.436603, 1447.5413, 0.0122695, -0.0308755, 27.57, 518, 37, 84, 1
55222.75, 68.859327, 326.437392, 1447.3325, 0.0057778, -0.0372587, 56.47, 298, 40, -5, 2
55222.75, 68.860081, 326.438182, 1445.1978, 0.0186665, -0.0956404, 125.93, 553, 56, -95, 3
55222.75, 68.859283, 326.437346, 1447.3998, 0.0054815, -0.0392820, 50.25, 262, 37, 0, 0
55223.00, 68.858445, 326.437353, 1446.1637, 0.0150931, -0.0447125, 32.27, 495, 54, 87, 1
55223.00, 68.859199, 326.438141, 1446.1699, 0.0108554, -0.0281570, 67.08, 291, 43, -3, 2
55223.00, 68.859953, 326.438929, 1444.1070, -0.0104163, -0.0475278, 109.53, 548, 75, -92, 3
55223.00, 68.859178, 326.438119, 1446.2200, 0.0103069, -0.0287152, 55.54, 252, 41, 0, 0
55223.25, 68.858318, 326.438106, 1444.7921, 0.0104802, -0.0340331, 49.01, 492, 60, 90, 1
55223.25, 68.859073, 326.438892, 1444.7986, 0.0109270, -0.0532694, 69.17, 297, 34, 0, 2
55223.25, 68.859828, 326.439679, 1442.3750, 0.0101230, -0.0795807, 55.54, 602, 27, -90, 3
55223.25, 68.859073, 326.438892, 1444.7896, 0.0121470, -0.0523424, 66.93, 264, 29, 0, 0
55223.50, 68.858212, 326.438880, 1443.5455, 0.0174342, -0.0421603, 39.91, 512, 45, 90, 1
55223.50, 68.858967, 326.439664, 1443.0993, 0.0006832, -0.0494372, 48.78, 334, 9, 0, 2
55223.50, 68.859721, 326.440448, 1440.7960, -0.0117589, -0.0215359, 61.48, 566, 65, -89, 3
55223.50, 68.858968, 326.439666, 1443.0619, 0.0023112, -0.0465477, 44.45, 291, 12, 0, 0
55223.75, 68.858105, 326.439654, 1442.2350, 0.0114640, -0.0277768, 28.68, 546, 19, 90, 1
55223.75, 68.858860, 326.440436, 1441.5774, 0.0038178, -0.0486293, 34.95, 339, 4, 0, 2
55223.75, 68.859616, 326.441219, 1439.9157, -0.0021751, -0.0295351, 68.19, 567, 57, -89, 3
55223.75, 68.858864, 326.440440, 1441.5683, 0.0053055, -0.0480105, 34.17, 300, 3, 0, 0
55224.00, 68.857995, 326.440426, 1441.2845, 0.0067189, -0.0242597, 24.65, 570, 10, 91, 1
55224.00, 68.858758, 326.441213, 1440.1781, -0.0091899, -0.0452766, 60.10, 310, 28, 0, 2
55224.00, 68.859522, 326.442001, 1438.1720, 0.0275428, -0.0659507, 116.44, 562, 61, -90, 3
55224.00, 68.858760, 326.441214, 1440.1018, -0.0077969, -0.0518868, 73.71, 276, 18, 0, 0
55224.25, 68.857878, 326.441188, 1439.9455, 0.0111151, -0.0508232, 43.37, 532, 51, 92, 1
55224.25, 68.858651, 326.441986, 1437.8423, -0.0023853, -0.0670970, 175.32, 332, 16, 0, 2
55224.25, 68.859425, 326.442783, 1435.3853, -0.0196131, -0.0404028, 425.81, 611, 11, -91, 3
55224.25, 68.858656, 326.441990, 1437.8067, -0.0028946, -0.0687442, 172.12, 288, 16, 0, 0
55224.50, 68.857759, 326.441951, 1438.3984, 0.0065831, -0.0406093, 70.52, 526, 56, 94, 1
55224.50, 68.858539, 326.442752, 1436.2717, -0.0055312, -0.0315743, 141.91, 330, 21, 2, 2
55224.50, 68.859319, 326.443554, 1435.3288, 0.0199327, -0.0396077, 174.53, 554, 58, -91, 3
55224.50, 68.858552, 326.442765, 1436.2797, -0.0055051, -0.0331325, 137.44, 284, 20, 0, 0
55224.75, 68.857626, 326.442698, 1437.2304, 0.0042105, -0.0417359, 57.24, 544, 34, 97, 1
55224.75, 68.858399, 326.443491, 1434.7540, 0.0052128, -0.0759947, 52.42, 336, 5, 6, 2
55224.75, 68.859172, 326.444284, 1433.5642, 0.0184378, -0.0593824, 42.24, 609, 24, -86, 3
55224.75, 68.858448, 326.443541, 1434.6168, 0.0070085, -0.0781776, 50.99, 294, 3, 0, 0
55225.00, 68.857504, 326.443457, 1435.7546, -0.0102181, -0.0484819, 66.94, 549, 32, 100, 1
55225.00, 68.858281, 326.444252, 1433.3370, -0.0147098, -0.0241478, 63.87, 315, 32, 8, 2
55225.00, 68.859057, 326.445047, 1432.4959, 0.0014137, -0.0003003, 74.61, 567, 73, -84, 3
55225.00, 68.858345, 326.444318, 1433.1265, -0.0116109, -0.0237682, 65.20, 280, 19, 0, 0
55225.25, 68.857372, 326.444208, 1434.1333, -0.0119751, -0.0621284, 64.16, 549, 30, 103, 1
55225.25, 68.858156, 326.445008, 1432.5608, -0.0004431, -0.0054675, 116.83, 322, 24, 10, 2
55225.25, 68.858941, 326.445809, 1431.3973, 0.0017537, -0.0431169, 183.67, 579, 58, -83, 3
55225.25, 68.858241, 326.445095, 1432.6701, -0.0005169, -0.0119827, 87.85, 271, 28, 0, 0
55225.50, 68.857239, 326.444957, 1432.3873, -0.0034884, -0.0642122, 62.97, 549, 25, 107, 1
55225.50, 68.858025, 326.445757, 1430.8984, 0.0323632, -0.0839690, 184.45, 337, 13, 13, 2
55225.50, 68.858811, 326.446557, 1430.1477, 0.0017349, -0.0529034, 132.62, 589, 50, -80, 3
55225.50, 68.858138, 326.445873, 1430.8589, 0.0325672, -0.0784808, 181.35, 291, 12, 0, 0
55225.75, 68.857110, 326.445713, 1431.1363, 0.0000000, -0.0383040, 55.64, 535, 35, 110, 1
55225.75, 68.857903, 326.446517, 1429.4626, 0.0089250, -0.0325564, 208.36, 338, 12, 16, 2
55225.75, 68.858696, 326.447320, 1427.9980, 0.0067688, -0.0861823, 258.86, 631, 10, -78, 3
55225.75, 68.858035, 326.446651, 1429.3158, 0.0100879, -0.0310132, 211.65, 291, 8, 0, 0
55226.00, 68.856981, 326.446468, 1430.0631, -0.0062337, -0.0327595, 67.92, 536, 28, 113, 1
55226.00, 68.857774, 326.447269, 1428.8590, 0.0088563, -0.0619717, 126.24, 320, 26, 19, 2
55226.00, 68.858566, 326.448070, 1426.4786, -0.0015786, -0.0569634, 304.84, 623, 22, -75, 3
55226.00, 68.857933, 326.447430, 1428.2103, 0.0051246, -0.0798051, 188.47, 286, 9, 0, 0
55226.25, 68.856858, 326.447233, 1428.7969, -0.0056505, -0.0472740, 68.77, 540, 25, 115, 1
55226.25, 68.857653, 326.448031, 1427.4528, 0.0014054, -0.0541088, 102.67, 318, 24, 21, 2
55226.25, 68.858448, 326.448830, 1424.7545, -0.0008161, -0.0506144, 241.16, 611, 31, -73, 3
55226.25, 68.857831, 326.448210, 1426.8957, -0.0053696, -0.0460082, 124.54, 272, 25, 0, 0
55226.50, 68.856738, 326.448001, 1427.1730, -0.0047883, -0.0568738, 43.10, 539, 16, 117, 1
55226.50, 68.857533, 326.448795, 1425.6829, 0.0120083, -0.0632988, 81.48, 314, 21, 23, 2
55226.50, 68.858328, 326.449588, 1422.0175, -0.0036782, -0.1070666, 269.83, 630, 8, -71, 3
55226.50, 68.857729, 326.448991, 1425.2738, 0.0029516, -0.0599366, 90.17, 269, 26, 0, 0
55226.75, 68.856619, 326.448770, 1425.2502, -0.0034653, -0.0635484, 58.56, 507, 48, 119, 1
55226.75, 68.857418, 326.449564, 1423.4780, 0.0166427, -0.0627017, 86.52, 305, 35, 25, 2
55226.75, 68.858217, 326.450358, 1420.9496, -0.0027793, -0.0307611, 186.72, 587, 41, -70, 3
55226.75, 68.857628, 326.449773, 1423.1734, 0.0000000, -0.0634071, 89.04, 264, 33, 0, 0
55227.00, 68.856515, 326.449554, 1423.7489, -0.0067242, -0.0342605, 61.37, 519, 30, 119, 1
55227.00, 68.857308, 326.450338, 1421.8467, 0.0029476, -0.0360019, 97.44, 296, 31, 26, 2
55227.00, 68.858101, 326.451123, 1420.7805, -0.0021691, -0.0263694, 68.72, 584, 40, -68, 3
55227.00, 68.857527, 326.450555, 1421.6046, -0.0032235, -0.0273392, 73.22, 266, 25, 0, 0
55227.25, 68.856406, 326.450336, 1422.6283, -0.0035314, -0.0446006, 49.78, 520, 26, 120, 1
55227.25, 68.857212, 326.451128, 1420.7015, 0.0078850, -0.0408886, 95.75, 312, 24, 25, 2
55227.25, 68.858018, 326.451921, 1419.2570, 0.0126746, -0.0538637, 173.91, 527, 54, -70, 3
55227.25, 68.857426, 326.451338, 1420.5157, 0.0113162, -0.0364155, 87.33, 266, 22, 0, 0
55227.50, 68.856305, 326.451125, 1421.2100, -0.0040399, -0.0439998, 57.64, 476, 65, 120, 1
55227.50, 68.857112, 326.451914, 1419.2982, 0.0076713, -0.0419822, 103.19, 308, 25, 25, 2
55227.50, 68.857918, 326.452703, 1418.1099, 0.0189485, -0.0540332, 119.99, 511, 73, -70, 3
55227.50, 68.857326, 326.452123, 1419.0619, 0.0101856, -0.0480610, 98.01, 264, 22, 0, 0
55227.75, 68.856212, 326.451920, 1419.7285, -0.0057886, -0.0477653, 56.49, 472, 65, 120, 1
55227.75, 68.857017, 326.452705, 1417.2599, 0.0063865, -0.0604271, 156.39, 305, 23, 25, 2
55227.75, 68.857823, 326.453489, 1415.7521, 0.0220691, -0.0733080, 198.65, 560, 31, -70, 3
55227.75, 68.857226, 326.452909, 1416.4268, -0.0005064, -0.0730799, 229.29, 278, 5, 0, 0
55228.00, 68.856123, 326.452722, 1417.8611, -0.0009874, -0.0671604, 48.66, 514, 32, 118, 1
55228.00, 68.856935, 326.453509, 1415.9689, 0.0060529, -0.0239424, 97.41, 303, 31, 23, 2
55228.00, 68.857746, 326.454295, 1413.2297, -0.0168856, -0.0374175, 317.25, 581, 0, -73, 3
55228.00, 68.857127, 326.453695, 1415.6789, -0.0025119, -0.0171816, 103.55, 257, 28, 0, 0
55228.25, 68.856029, 326.453519, 1416.1664, -0.0078966, -0.0415870, 74.77, 496, 48, 118, 1
55228.25, 68.856839, 326.454300, 1415.2263, -0.0083806, -0.0274946, 83.76, 316, 17, 22, 2
55228.25, 68.857649, 326.455081, 1412.7161, -0.0057920, -0.0561635, 202.54, 581, 29, -73, 3
55228.25, 68.857028, 326.454482, 1414.7768, -0.0193557, -0.0449976, 82.35, 278, 10, 0, 0
55228.50, 68.855941, 326.454321, 1415.2631, -0.0006792, -0.0190893, 108.91, 496, 46, 116, 1
55228.50, 68.856758, 326.455106, 1413.8377, -0.0184514, -0.0593451, 136.00, 300, 27, 20, 2
55228.50, 68.857575, 326.455891, 1411.1236, 0.0095399, -0.0741950, 92.04, 565, 61, -76, 3
55228.50, 68.856929, 326.455270, 1413.2180, -0.0313273, -0.0611388, 101.02, 260, 25, 0, 0
55228.75, 68.855856, 326.455128, 1414.2662, 0.0059852, -0.0413465, 88.18, 480, 61, 115, 1
55228.75, 68.856676, 326.455912, 1411.5938, -0.0328630, -0.0523021, 221.49, 308, 16, 18, 2
